GreenColorIntensity,SpotArea,NumHoles,LeafHumidity,DustPresence,LeafEdgeType,PlantAge,SunExposureLevel,SoilPHLevel,PlantHeight,NumLeaves,PlantHealth
54.88135039273247,31.140635866536424,0.0,77.28810130557588,1.0,0.0,60.0,81.36635508073515,4.439019359991097,46.12377905974735,15.430223721509783,0.0
71.51893663724195,10.411346571775281,6.0,74.7800946854939,1.0,0.0,12.0,79.12687583907473,6.718602190395711,24.280234094108756,6.350222529678664,1.0
60.276337607164386,39.178399580222944,0.0,52.08980150995674,1.0,1.0,23.0,48.33797286144824,7.30850497393211,30.625277972959335,3.649026900969363,0.0
54.48831829968969,33.722666628817635,9.0,58.00928564362575,1.0,1.0,30.0,82.85230079836259,7.752859068824515,33.21055552653956,13.704399945772394,1.0
42.36547993389047,5.1288392311394375,7.0,26.26673370967446,1.0,0.0,50.0,33.669158511529254,3.3506033135019373,25.164761201545875,0.6123146820355352,1.0
64.58941130666561,24.40080566705212,3.0,91.9586605952063,1.0,1.0,57.0,71.19750371017082,4.216905616315261,17.6000395455509,3.4003551133153898,1.0
43.75872112626925,13.094021915492139,8.0,44.56999593611134,0.0,1.0,19.0,58.63272599313952,5.3448093569225525,29.543493261655506,1.8633960034811325,1.0
89.17730007820798,51.43186435345755,3.0,75.73490150021675,1.0,0.0,30.0,8.879545898004547,6.5716928458237724,3.7490530074483663,18.649912898526132,1.0
96.36627605010293,68.55156918587323,5.0,6.8274941013064865,1.0,0.0,16.0,10.970594567228053,3.6557847699778905,36.5812076220693,15.959211695375169,1.0
38.34415188257777,63.82071020051393,3.0,36.733616854508355,1.0,0.0,28.0,11.090857876984428,5.946009082955463,9.166738024139098,14.840510733757313,1.0
79.17250380826646,77.99533794095453,5.0,70.50679200556792,1.0,1.0,14.0,15.946310648002859,4.308996895403464,44.50947256134186,6.823800282319635,0.0
52.88949197529045,12.009146852980578,1.0,64.72165453527657,1.0,1.0,31.0,24.503686554954875,8.62676940531938,41.22822862282377,16.92458254326133,1.0
56.80445610939323,99.23705811669866,10.0,18.131975885557882,0.0,1.0,26.0,96.43877424711509,4.755158657711491,30.59573886031331,11.332704139434975,0.0
92.5596638292661,11.876199329591664,10.0,14.025765932928913,1.0,1.0,11.0,67.23582436931329,6.1840397084504,44.204664620549316,1.2728668828669698,0.0
7.103605819788694,99.38254601896558,5.0,25.594811189256095,1.0,0.0,35.0,37.77277111774734,4.871675351093359,29.664256098657255,0.016471954773285002,0.0
8.712929970154072,12.214074816146791,2.0,57.53851404005188,0.0,1.0,11.0,62.96026706138272,3.1687718475492708,6.819608994338283,7.135467420245063,1.0
2.021839744032572,60.28856936689798,2.0,63.43436853598084,0.0,1.0,6.0,12.655296003037442,4.173745543992348,37.04902410948365,1.923834989430253,1.0
83.2619845547938,77.86095655920883,7.0,55.572883026493244,1.0,1.0,26.0,1.406960177671568,3.6361904342092193,7.745554125680365,15.606724809861113,1.0
77.81567509498505,85.64742824148959,3.0,39.78957460276412,1.0,0.0,46.0,97.18191176819475,9.330766069546524,36.566257532079135,4.277999871408101,1.0
87.00121482468191,49.40615484231825,8.0,23.98877079185707,1.0,1.0,1.0,91.79988295721489,7.5317250422340205,20.80325473918715,13.888953456052517,1.0
97.8618342232764,42.10875271682162,4.0,25.43277999365705,1.0,1.0,48.0,60.40287943699326,5.946923742460459,38.471390496985194,9.733330593587752,1.0
79.91585642167236,67.97481525507304,10.0,61.20013244755651,1.0,0.0,10.0,69.73369650052445,8.316047964808654,26.2515802412838,18.57933643441217,1.0
46.147936225293186,26.952844795445408,1.0,43.13669062460246,1.0,1.0,16.0,97.48459977241207,8.815877037143704,22.399709731279383,8.975026492186917,0.0
78.05291762864555,80.96512028091416,8.0,57.15549683225398,0.0,0.0,37.0,46.75093736493935,3.4393723555341165,31.69716144923133,18.487840829757186,1.0
11.827442586893323,43.93151887707765,4.0,2.010365610513365,0.0,1.0,23.0,48.030086810888584,9.801154433353666,29.24474258974228,12.066866722805809,0.0
63.99210213275238,66.04462213650399,6.0,30.573200779849717,1.0,1.0,54.0,36.2549711955844,4.595697669078644,3.0928988427974535,14.083554547200357,1.0
14.33532874090464,66.92692106615127,7.0,99.85484800169287,1.0,0.0,41.0,39.85801051156208,4.5334557067740775,28.77776386561871,11.150192832802047,1.0
94.46689170495839,83.24040247585597,6.0,36.98938901129566,0.0,0.0,29.0,22.480756712306025,3.926862713202244,15.425759105629911,4.380829202012874,1.0
52.184832175007166,72.03136429807334,2.0,45.40441188067948,1.0,0.0,17.0,96.30164398263793,9.974307966538465,5.082494274646793,16.246435136166127,1.0
41.46619399905236,4.467759566100282,10.0,16.277480222538355,0.0,0.0,41.0,21.362979831017036,3.9161274450020747,37.75813903399137,17.628898607197453,1.0
26.455561210462697,33.58080293193919,6.0,12.851260158052458,0.0,1.0,50.0,54.2959155244005,3.15321882618022,42.424365018144975,0.28678364512836785,1.0
77.42336894342166,93.55635197613061,6.0,76.82780318905891,1.0,0.0,1.0,28.913570082734918,3.399017198933065,16.74810836618755,17.96848757476006,1.0
45.615033221654855,21.823245343747633,6.0,97.62606711362336,1.0,0.0,30.0,17.38295706926859,3.145154855634976,7.975803944739829,15.44090440322557,1.0
56.84339488686485,79.80247078420398,4.0,59.284788264803204,1.0,1.0,59.0,69.18080456820138,8.975686049563512,7.312971838832794,14.13479199261797,1.0
1.8789800436355142,44.665088661614014,7.0,63.95548529445806,0.0,1.0,49.0,43.902355068635444,8.77476182146104,4.670767395414094,6.747994262500036,1.0
61.76354970758771,20.372760217925713,2.0,84.02003296221278,1.0,0.0,5.0,1.5235861290371244,3.2254743236898724,49.44238461996925,2.3253998964904654,1.0
61.20957227224214,1.82131174495751,1.0,22.96390512505043,1.0,0.0,21.0,55.369393353823035,8.561950675553621,28.2535430818147,8.471520050142464,0.0
61.69339968747569,50.105666644655614,0.0,23.116664686728118,0.0,1.0,32.0,67.59456039004613,3.4160565598899706,36.75179585020732,13.100148379782503,0.0
94.37480785146242,15.270819716523542,8.0,46.242008489679364,1.0,1.0,38.0,23.080158141751518,7.9729922010127465,45.239723055837416,12.27672111300743,1.0
68.18202991034835,83.55384817045753,0.0,53.561546977181564,0.0,1.0,10.0,10.57393856956118,5.69628329208936,3.755054257886342,4.333573985368604,0.0
35.9507900573786,55.41717517705014,4.0,54.95704360220268,0.0,0.0,43.0,71.17160261498026,4.318817045954763,12.983441952876696,0.41137144951923776,1.0
43.703195379934144,24.348442429416117,3.0,64.72921038149603,0.0,1.0,45.0,58.89039014272298,7.045199370033173,35.33967780324854,15.84897565635359,0.0
69.76311959272648,50.66327668722762,2.0,43.555076520703714,1.0,1.0,49.0,39.31792392064117,6.1675080922618,44.09984475348857,0.27372579071514025,0.0
6.022547162926983,53.44883322628821,1.0,7.296390749766967,1.0,0.0,33.0,86.24437000214122,6.65576743046634,21.897701740458547,3.6472694308272824,0.0
66.67667154456677,56.22707046947802,7.0,81.41672639504611,1.0,0.0,43.0,72.30854406771631,8.134734149065228,5.509550075896808,4.421069294594564,1.0
67.06378696181594,91.95695812823902,4.0,53.08270768820814,1.0,0.0,6.0,55.55675866059542,8.631117018175756,42.924896297563436,12.051846661815242,1.0
21.03825610738409,44.40722447060151,2.0,79.7070759999911,1.0,0.0,11.0,54.904583385835,7.969764835810124,33.072467838977076,6.4964661515440225,1.0
12.892629765485331,99.50934985502893,8.0,53.48084302632221,0.0,1.0,41.0,46.02701921227473,4.715864291781152,27.115365032415077,8.645773259527221,0.0
31.542835092418386,67.72956782897963,1.0,43.59439538088509,1.0,1.0,11.0,74.64047988900178,4.41406004412789,17.88651544247033,16.759629723405357,1.0
36.37107709426226,3.5759373207115974,2.0,18.13198054170678,1.0,0.0,0.0,21.198395146709338,8.640701078420982,34.41858575995571,0.9234983889526194,0.0
57.019677041787965,24.14250392860454,1.0,99.16247531256249,0.0,1.0,42.0,92.4021795389895,7.501708972759424,18.65439686095236,16.559090885846935,1.0
43.86015134623204,2.723410766102563,3.0,32.6165548883848,1.0,1.0,19.0,78.29437271290627,8.406797330083243,47.456981573027534,11.323730107836887,1.0
98.83738380592261,93.39377185383117,0.0,74.0832599073525,0.0,1.0,44.0,3.0245705936552847,6.425177832440103,12.27897750554669,19.214731205062527,1.0
10.204481074802807,50.34669135328019,0.0,9.109835284545131,0.0,0.0,25.0,59.712264653730465,5.175731262084911,10.120391165251835,11.09462681962609,0.0
20.88767560948347,92.06630496206589,3.0,68.42720203716479,0.0,1.0,38.0,80.10965198157325,4.881170515003896,35.47999627184352,4.130776784748864,0.0
16.130951788499626,66.53069943317819,9.0,40.922317672850795,1.0,1.0,45.0,39.0708727191752,4.395077126051362,9.529684664191146,9.360399196341621,1.0
65.31083254653984,55.453419159759385,10.0,71.32994582868072,0.0,0.0,42.0,45.96978081904428,7.156104848672527,11.089415386661482,18.444664370696003,1.0
25.329160253978213,12.070875192659935,2.0,0.6296654822133041,1.0,0.0,7.0,13.923915541663224,3.809065518277528,37.904693626145004,17.436845717118807,0.0
